,arr_delay,name
47092,-9.0,American Airlines Inc.
47093,11.0,United Air Lines Inc.
47094,4.0,Delta Air Lines Inc.
47095,9.0,ExpressJet Airlines Inc.
47096,13.0,American Airlines Inc.
47097,9.0,Envoy Air
47098,-16.0,United Air Lines Inc.
47099,20.0,Envoy Air
47100,10.0,ExpressJet Airlines Inc.
47101,28.0,JetBlue Airways
47102,-2.0,United Air Lines Inc.
47103,-1.0,Delta Air Lines Inc.
47104,10.0,ExpressJet Airlines Inc.
47105,-21.0,American Airlines Inc.
47106,-5.0,ExpressJet Airlines Inc.
47107,0.0,ExpressJet Airlines Inc.
47108,-1.0,American Airlines Inc.
47109,-6.0,United Air Lines Inc.
47110,3.0,Delta Air Lines Inc.
47111,42.0,ExpressJet Airlines Inc.
47112,-10.0,United Air Lines Inc.
47113,-5.0,Southwest Airlines Co.
47114,111.0,JetBlue Airways
47115,-18.0,United Air Lines Inc.
47116,-13.0,United Air Lines Inc.
47117,-18.0,United Air Lines Inc.
47118,25.0,ExpressJet Airlines Inc.
47119,12.0,Delta Air Lines Inc.
47120,-23.0,ExpressJet Airlines Inc.
47121,38.0,United Air Lines Inc.
47122,31.0,United Air Lines Inc.
47123,-1.0,American Airlines Inc.
47124,-3.0,United Air Lines Inc.
47125,-15.0,US Airways Inc.
47126,19.0,JetBlue Airways
47127,-12.0,Envoy Air
47128,5.0,Endeavor Air Inc.
47129,-3.0,Endeavor Air Inc.
47130,-6.0,Southwest Airlines Co.
47131,-8.0,Delta Air Lines Inc.
47132,-4.0,ExpressJet Airlines Inc.
47133,9.0,Delta Air Lines Inc.
47134,-6.0,Delta Air Lines Inc.
47135,-11.0,Delta Air Lines Inc.
47136,9.0,JetBlue Airways
47137,42.0,US Airways Inc.
47138,40.0,Envoy Air
47139,15.0,Envoy Air
47140,-6.0,American Airlines Inc.
47141,-12.0,US Airways Inc.
47142,0.0,Delta Air Lines Inc.
47143,-8.0,Envoy Air
47144,-12.0,United Air Lines Inc.
47145,-13.0,United Air Lines Inc.
47146,-29.0,US Airways Inc.
47147,-11.0,Southwest Airlines Co.
47148,-5.0,Envoy Air
47149,-3.0,Endeavor Air Inc.
47150,3.0,Endeavor Air Inc.
47151,6.0,Delta Air Lines Inc.
47152,12.0,Endeavor Air Inc.
47153,-21.0,American Airlines Inc.
47154,0.0,Endeavor Air Inc.
47155,-15.0,United Air Lines Inc.
47156,96.0,United Air Lines Inc.
47157,7.0,JetBlue Airways
47158,-10.0,Delta Air Lines Inc.
47159,-3.0,JetBlue Airways
47160,9.0,Delta Air Lines Inc.
47161,5.0,Envoy Air
47162,-18.0,ExpressJet Airlines Inc.
47163,-4.0,ExpressJet Airlines Inc.
47164,35.0,Delta Air Lines Inc.
47165,-10.0,American Airlines Inc.
47166,1.0,JetBlue Airways
47167,-19.0,United Air Lines Inc.
47168,-22.0,United Air Lines Inc.
47169,-6.0,Endeavor Air Inc.
47170,-8.0,Delta Air Lines Inc.
47171,-17.0,Delta Air Lines Inc.
47172,-12.0,ExpressJet Airlines Inc.
47173,-9.0,American Airlines Inc.
47174,1.0,ExpressJet Airlines Inc.
47175,-17.0,Mesa Airlines Inc.
47176,63.0,ExpressJet Airlines Inc.
47177,95.0,ExpressJet Airlines Inc.
47178,-2.0,Delta Air Lines Inc.
47179,18.0,United Air Lines Inc.
47180,4.0,Envoy Air
47181,-3.0,Delta Air Lines Inc.
47182,1.0,American Airlines Inc.
47183,-17.0,Delta Air Lines Inc.
47184,0.0,Envoy Air
47185,-6.0,JetBlue Airways
47186,16.0,JetBlue Airways
47187,9.0,United Air Lines Inc.
47188,7.0,ExpressJet Airlines Inc.
47189,8.0,JetBlue Airways
47190,-8.0,Delta Air Lines Inc.
47191,-11.0,Delta Air Lines Inc.
47192,-22.0,United Air Lines Inc.
47193,-2.0,JetBlue Airways
47194,1.0,JetBlue Airways
47195,-30.0,Delta Air Lines Inc.
47196,5.0,US Airways Inc.
47197,-9.0,Envoy Air
47198,-37.0,Endeavor Air Inc.
47199,16.0,ExpressJet Airlines Inc.
47200,-9.0,Endeavor Air Inc.
47201,-12.0,American Airlines Inc.
47202,36.0,ExpressJet Airlines Inc.
47203,-19.0,American Airlines Inc.
47204,-8.0,JetBlue Airways
47205,-18.0,US Airways Inc.
47206,61.0,Envoy Air
47207,-27.0,United Air Lines Inc.
47208,0.0,ExpressJet Airlines Inc.
47209,-5.0,Virgin America
47210,4.0,ExpressJet Airlines Inc.
47211,-6.0,American Airlines Inc.
47212,-13.0,United Air Lines Inc.
47213,0.0,US Airways Inc.
47214,-16.0,US Airways Inc.
47215,-13.0,Delta Air Lines Inc.
47216,-24.0,JetBlue Airways
47217,18.0,Delta Air Lines Inc.
47218,2.0,Delta Air Lines Inc.
47219,7.0,Envoy Air
47220,13.0,ExpressJet Airlines Inc.
47221,-6.0,United Air Lines Inc.
47222,5.0,Delta Air Lines Inc.
47223,4.0,American Airlines Inc.
47224,-32.0,United Air Lines Inc.
47225,73.0,American Airlines Inc.
47226,3.0,Southwest Airlines Co.
47227,-13.0,United Air Lines Inc.
47228,-8.0,JetBlue Airways
47229,-16.0,Envoy Air
47230,29.0,American Airlines Inc.
47231,3.0,ExpressJet Airlines Inc.
47232,-19.0,JetBlue Airways
47233,-13.0,JetBlue Airways
47234,-5.0,United Air Lines Inc.
47235,1.0,Southwest Airlines Co.
47236,-2.0,American Airlines Inc.
47237,-22.0,JetBlue Airways
47238,-5.0,United Air Lines Inc.
47239,10.0,United Air Lines Inc.
47240,1.0,United Air Lines Inc.
47241,-23.0,American Airlines Inc.
47242,-12.0,Envoy Air
47243,-2.0,United Air Lines Inc.
47244,7.0,ExpressJet Airlines Inc.
47245,1.0,United Air Lines Inc.
47246,-15.0,ExpressJet Airlines Inc.
47247,-26.0,JetBlue Airways
47248,-3.0,US Airways Inc.
47249,4.0,ExpressJet Airlines Inc.
47250,-34.0,Virgin America
47251,-14.0,Southwest Airlines Co.
47252,9.0,American Airlines Inc.
47253,-23.0,Endeavor Air Inc.
47254,-14.0,Mesa Airlines Inc.
47255,2.0,ExpressJet Airlines Inc.
47256,115.0,ExpressJet Airlines Inc.
47257,-17.0,JetBlue Airways
47258,51.0,US Airways Inc.
47259,2.0,Delta Air Lines Inc.
47260,17.0,United Air Lines Inc.
47261,-17.0,Southwest Airlines Co.
47262,-15.0,JetBlue Airways
47263,5.0,United Air Lines Inc.
47264,-9.0,ExpressJet Airlines Inc.
47265,26.0,ExpressJet Airlines Inc.
47266,8.0,American Airlines Inc.
47267,8.0,JetBlue Airways
47268,-8.0,ExpressJet Airlines Inc.
47269,-8.0,Frontier Airlines Inc.
47270,-4.0,Envoy Air
47271,-21.0,Delta Air Lines Inc.
47272,9.0,AirTran Airways Corporation
47273,-28.0,United Air Lines Inc.
47274,5.0,Envoy Air
47275,48.0,Virgin America
47276,-5.0,American Airlines Inc.
47277,-13.0,Delta Air Lines Inc.
47278,2.0,American Airlines Inc.
47279,-9.0,Delta Air Lines Inc.
47280,-6.0,Delta Air Lines Inc.
47281,-15.0,JetBlue Airways
47282,-16.0,ExpressJet Airlines Inc.
47283,4.0,US Airways Inc.
47284,-20.0,JetBlue Airways
47285,-23.0,US Airways Inc.
47286,-10.0,Southwest Airlines Co.
47287,17.0,JetBlue Airways
47288,-17.0,Envoy Air
47289,-31.0,United Air Lines Inc.
47290,-20.0,American Airlines Inc.
47291,-24.0,United Air Lines Inc.
47292,-15.0,United Air Lines Inc.
47294,17.0,Delta Air Lines Inc.
47295,-14.0,United Air Lines Inc.
47296,19.0,ExpressJet Airlines Inc.
47297,-18.0,Southwest Airlines Co.
47298,11.0,ExpressJet Airlines Inc.
47299,20.0,United Air Lines Inc.
47300,-5.0,American Airlines Inc.
47302,-8.0,Delta Air Lines Inc.
47303,-5.0,Delta Air Lines Inc.
47304,-7.0,United Air Lines Inc.
47305,-9.0,Endeavor Air Inc.
47306,8.0,Envoy Air
47307,-19.0,Delta Air Lines Inc.
47308,-12.0,United Air Lines Inc.
47309,-19.0,Envoy Air
47310,-8.0,US Airways Inc.
47311,1.0,US Airways Inc.
47312,-17.0,Envoy Air
47313,-8.0,Delta Air Lines Inc.
47314,-6.0,Endeavor Air Inc.
47315,-9.0,JetBlue Airways
47316,-23.0,Delta Air Lines Inc.
47317,11.0,ExpressJet Airlines Inc.
47318,-24.0,United Air Lines Inc.
47319,-14.0,JetBlue Airways
47320,-3.0,JetBlue Airways
47321,-2.0,Delta Air Lines Inc.
47322,4.0,Delta Air Lines Inc.
47323,4.0,Southwest Airlines Co.
47324,-19.0,Endeavor Air Inc.
47325,15.0,Alaska Airlines Inc.
47326,-13.0,JetBlue Airways
47327,41.0,Endeavor Air Inc.
47328,-3.0,ExpressJet Airlines Inc.
47329,-21.0,American Airlines Inc.
47330,-31.0,American Airlines Inc.
47331,-2.0,Envoy Air
47332,33.0,Delta Air Lines Inc.
47333,-8.0,JetBlue Airways
47334,-14.0,United Air Lines Inc.
47335,-16.0,American Airlines Inc.
47336,0.0,US Airways Inc.
47337,-24.0,Delta Air Lines Inc.
47338,5.0,ExpressJet Airlines Inc.
47339,-12.0,Virgin America
47340,-16.0,US Airways Inc.
47341,-30.0,Endeavor Air Inc.
47343,-15.0,US Airways Inc.
47344,15.0,Delta Air Lines Inc.
47345,-8.0,Endeavor Air Inc.
47346,-23.0,Virgin America
47347,-23.0,American Airlines Inc.
47348,8.0,AirTran Airways Corporation
47349,-15.0,Endeavor Air Inc.
47350,-1.0,JetBlue Airways
47351,13.0,Envoy Air
47352,-19.0,United Air Lines Inc.
47353,16.0,Delta Air Lines Inc.
47354,-10.0,ExpressJet Airlines Inc.
47355,2.0,United Air Lines Inc.
47356,-12.0,United Air Lines Inc.
47357,6.0,Southwest Airlines Co.
47358,8.0,ExpressJet Airlines Inc.
47359,-10.0,Endeavor Air Inc.
47360,-33.0,Delta Air Lines Inc.
47361,-8.0,Delta Air Lines Inc.
47362,-9.0,American Airlines Inc.
47363,32.0,ExpressJet Airlines Inc.
47364,34.0,Delta Air Lines Inc.
47365,-2.0,American Airlines Inc.
47366,33.0,Delta Air Lines Inc.
47367,-10.0,Delta Air Lines Inc.
47368,-1.0,JetBlue Airways
47369,-30.0,United Air Lines Inc.
47370,-10.0,Endeavor Air Inc.
47371,-2.0,Delta Air Lines Inc.
47373,-23.0,Delta Air Lines Inc.
47374,1.0,ExpressJet Airlines Inc.
47375,-2.0,Delta Air Lines Inc.
47376,2.0,Delta Air Lines Inc.
47377,0.0,Delta Air Lines Inc.
47378,-4.0,Envoy Air
47379,-11.0,ExpressJet Airlines Inc.
47380,15.0,Endeavor Air Inc.
47381,5.0,Delta Air Lines Inc.
47382,-24.0,American Airlines Inc.
47383,-22.0,United Air Lines Inc.
47384,1.0,ExpressJet Airlines Inc.
47385,-20.0,ExpressJet Airlines Inc.
47386,16.0,JetBlue Airways
47387,-5.0,American Airlines Inc.
47388,-13.0,Envoy Air
47389,76.0,United Air Lines Inc.
47390,-9.0,Endeavor Air Inc.
47391,-33.0,United Air Lines Inc.
47392,5.0,Delta Air Lines Inc.
47393,-15.0,American Airlines Inc.
47394,12.0,JetBlue Airways
47395,-36.0,Endeavor Air Inc.
47396,62.0,Endeavor Air Inc.
47397,106.0,JetBlue Airways
47398,105.0,United Air Lines Inc.
47399,-1.0,JetBlue Airways
47400,-10.0,Envoy Air
47401,24.0,Envoy Air
47402,1.0,Endeavor Air Inc.
47403,-28.0,United Air Lines Inc.
47404,-27.0,US Airways Inc.
47405,3.0,Delta Air Lines Inc.
47406,11.0,ExpressJet Airlines Inc.
47407,6.0,ExpressJet Airlines Inc.
47408,-15.0,US Airways Inc.
47409,-28.0,Endeavor Air Inc.
47410,-5.0,Delta Air Lines Inc.
47411,18.0,United Air Lines Inc.
47412,-10.0,United Air Lines Inc.
47413,11.0,ExpressJet Airlines Inc.
47414,-18.0,Envoy Air
47415,36.0,United Air Lines Inc.
47416,-24.0,Virgin America
47417,-2.0,JetBlue Airways
47418,14.0,Delta Air Lines Inc.
47419,-22.0,United Air Lines Inc.
47420,13.0,ExpressJet Airlines Inc.
47421,-3.0,Envoy Air
47422,-37.0,Endeavor Air Inc.
47423,-25.0,JetBlue Airways
47424,15.0,ExpressJet Airlines Inc.
47425,-17.0,JetBlue Airways
47426,-25.0,United Air Lines Inc.
47427,-8.0,ExpressJet Airlines Inc.
47428,-18.0,United Air Lines Inc.
47429,-20.0,United Air Lines Inc.
47430,-17.0,JetBlue Airways
47431,-20.0,JetBlue Airways
47432,-4.0,JetBlue Airways
47433,6.0,ExpressJet Airlines Inc.
47434,-14.0,United Air Lines Inc.
47435,-14.0,ExpressJet Airlines Inc.
47436,-20.0,American Airlines Inc.
47437,71.0,ExpressJet Airlines Inc.
47438,-13.0,ExpressJet Airlines Inc.
47440,-32.0,Southwest Airlines Co.
47441,-27.0,Southwest Airlines Co.
47442,-10.0,United Air Lines Inc.
47443,-24.0,ExpressJet Airlines Inc.
47444,-18.0,Endeavor Air Inc.
47445,4.0,AirTran Airways Corporation
47446,-6.0,Endeavor Air Inc.
47447,-16.0,JetBlue Airways
47448,8.0,Delta Air Lines Inc.
47449,-10.0,JetBlue Airways
47450,-24.0,Envoy Air
47451,-14.0,Delta Air Lines Inc.
47452,-10.0,ExpressJet Airlines Inc.
47453,-6.0,ExpressJet Airlines Inc.
47454,-40.0,ExpressJet Airlines Inc.
47455,-18.0,United Air Lines Inc.
47456,2.0,JetBlue Airways
47457,-28.0,US Airways Inc.
47458,21.0,ExpressJet Airlines Inc.
47459,7.0,ExpressJet Airlines Inc.
47460,2.0,Delta Air Lines Inc.
47461,-15.0,JetBlue Airways
47462,24.0,Envoy Air
47463,-7.0,United Air Lines Inc.
47464,-3.0,Delta Air Lines Inc.
47465,-10.0,United Air Lines Inc.
47466,-24.0,Delta Air Lines Inc.
47467,-27.0,ExpressJet Airlines Inc.
47468,-31.0,United Air Lines Inc.
47469,-11.0,Envoy Air
47470,-27.0,ExpressJet Airlines Inc.
47471,-16.0,ExpressJet Airlines Inc.
47472,-15.0,ExpressJet Airlines Inc.
47473,4.0,ExpressJet Airlines Inc.
47474,15.0,ExpressJet Airlines Inc.
47475,73.0,ExpressJet Airlines Inc.
47476,30.0,JetBlue Airways
47477,-9.0,JetBlue Airways
47478,46.0,ExpressJet Airlines Inc.
47479,-4.0,Envoy Air
47480,8.0,American Airlines Inc.
47481,2.0,Envoy Air
47482,-16.0,JetBlue Airways
47483,-24.0,ExpressJet Airlines Inc.
47484,-21.0,ExpressJet Airlines Inc.
47485,42.0,US Airways Inc.
47486,-20.0,Endeavor Air Inc.
47487,-10.0,ExpressJet Airlines Inc.
47488,83.0,ExpressJet Airlines Inc.
47489,-19.0,JetBlue Airways
47490,-22.0,JetBlue Airways
47491,-24.0,JetBlue Airways
47492,-2.0,JetBlue Airways
47493,-3.0,JetBlue Airways
47494,5.0,JetBlue Airways
47495,-3.0,JetBlue Airways
47499,-16.0,US Airways Inc.
47500,-8.0,United Air Lines Inc.
47501,10.0,United Air Lines Inc.
47502,2.0,JetBlue Airways
47503,-2.0,JetBlue Airways
47504,1.0,American Airlines Inc.
47505,-5.0,ExpressJet Airlines Inc.
47506,2.0,JetBlue Airways
47507,-1.0,ExpressJet Airlines Inc.
47508,-16.0,Delta Air Lines Inc.
47509,-15.0,US Airways Inc.
47510,-9.0,ExpressJet Airlines Inc.
47511,-14.0,ExpressJet Airlines Inc.
47512,-10.0,American Airlines Inc.
47513,22.0,JetBlue Airways
47514,6.0,US Airways Inc.
47515,8.0,Delta Air Lines Inc.
47516,-18.0,JetBlue Airways
47517,-27.0,United Air Lines Inc.
47518,14.0,United Air Lines Inc.
47519,-12.0,ExpressJet Airlines Inc.
47520,15.0,American Airlines Inc.
47521,-19.0,United Air Lines Inc.
47522,-5.0,Southwest Airlines Co.
47523,-10.0,Southwest Airlines Co.
47524,3.0,United Air Lines Inc.
47525,-2.0,US Airways Inc.
47526,5.0,ExpressJet Airlines Inc.
47527,-9.0,US Airways Inc.
47528,1.0,American Airlines Inc.
47529,-15.0,Delta Air Lines Inc.
47530,1.0,US Airways Inc.
47531,-5.0,ExpressJet Airlines Inc.
47532,-29.0,ExpressJet Airlines Inc.
47533,2.0,ExpressJet Airlines Inc.
47534,-9.0,Envoy Air
47535,-10.0,US Airways Inc.
47536,3.0,ExpressJet Airlines Inc.
47537,2.0,Envoy Air
47538,11.0,Envoy Air
47539,-2.0,United Air Lines Inc.
47540,-12.0,Southwest Airlines Co.
47541,-27.0,American Airlines Inc.
47542,-10.0,JetBlue Airways
47543,-16.0,Southwest Airlines Co.
47544,-1.0,Delta Air Lines Inc.
47545,6.0,JetBlue Airways
47546,-12.0,United Air Lines Inc.
47547,-4.0,ExpressJet Airlines Inc.
47548,-4.0,American Airlines Inc.
47549,4.0,US Airways Inc.
47550,-1.0,United Air Lines Inc.
47551,-3.0,ExpressJet Airlines Inc.
47552,17.0,ExpressJet Airlines Inc.
47553,0.0,JetBlue Airways
47554,24.0,JetBlue Airways
47555,-18.0,ExpressJet Airlines Inc.
47556,-14.0,ExpressJet Airlines Inc.
47557,17.0,United Air Lines Inc.
47558,62.0,AirTran Airways Corporation
47559,-1.0,JetBlue Airways
47560,-1.0,ExpressJet Airlines Inc.
47561,-13.0,Endeavor Air Inc.
47562,8.0,JetBlue Airways
47563,-20.0,United Air Lines Inc.
47564,5.0,US Airways Inc.
47565,-4.0,ExpressJet Airlines Inc.
47566,-11.0,United Air Lines Inc.
47567,-9.0,Envoy Air
47568,5.0,United Air Lines Inc.
47569,-10.0,ExpressJet Airlines Inc.
47570,0.0,Envoy Air
47571,-3.0,United Air Lines Inc.
47572,-26.0,JetBlue Airways
47573,-31.0,United Air Lines Inc.
47574,1.0,Delta Air Lines Inc.
47575,-5.0,ExpressJet Airlines Inc.
47576,1.0,Endeavor Air Inc.
47577,-5.0,JetBlue Airways
47578,-9.0,US Airways Inc.
47579,-11.0,US Airways Inc.
47580,17.0,Delta Air Lines Inc.
47581,-26.0,Delta Air Lines Inc.
47582,-20.0,Delta Air Lines Inc.
47583,8.0,Delta Air Lines Inc.
47584,26.0,American Airlines Inc.
47585,0.0,American Airlines Inc.
47586,-10.0,United Air Lines Inc.
47587,19.0,JetBlue Airways
47588,-4.0,Southwest Airlines Co.
47589,42.0,ExpressJet Airlines Inc.
47590,-21.0,Delta Air Lines Inc.
47591,-2.0,Delta Air Lines Inc.
47592,-16.0,ExpressJet Airlines Inc.
47593,-12.0,American Airlines Inc.
47594,18.0,American Airlines Inc.
47595,7.0,American Airlines Inc.
47596,18.0,United Air Lines Inc.
47597,27.0,Southwest Airlines Co.
47598,-7.0,Southwest Airlines Co.
47599,-3.0,United Air Lines Inc.
47600,-19.0,Delta Air Lines Inc.
47601,5.0,JetBlue Airways
47602,1.0,United Air Lines Inc.
47603,9.0,United Air Lines Inc.
47604,19.0,United Air Lines Inc.
47605,-9.0,American Airlines Inc.
47606,13.0,Envoy Air
47607,-7.0,United Air Lines Inc.
47608,-30.0,Virgin America
47609,-23.0,United Air Lines Inc.
47610,13.0,JetBlue Airways
47611,-33.0,Virgin America
47612,24.0,American Airlines Inc.
47613,0.0,JetBlue Airways
47614,-15.0,Delta Air Lines Inc.
47615,-10.0,Alaska Airlines Inc.
47616,-5.0,JetBlue Airways
47617,-1.0,Envoy Air
47618,-16.0,United Air Lines Inc.
47619,5.0,Southwest Airlines Co.
47620,6.0,United Air Lines Inc.
47621,-10.0,United Air Lines Inc.
47622,-10.0,Delta Air Lines Inc.
47623,43.0,Delta Air Lines Inc.
47624,10.0,JetBlue Airways
47625,11.0,Envoy Air
47626,-5.0,American Airlines Inc.
47627,12.0,JetBlue Airways
47628,-3.0,Envoy Air
47629,4.0,Envoy Air
47630,6.0,JetBlue Airways
47631,-12.0,United Air Lines Inc.
47632,-9.0,ExpressJet Airlines Inc.
47633,-19.0,Endeavor Air Inc.
47634,17.0,American Airlines Inc.
47635,-17.0,US Airways Inc.
47636,-17.0,United Air Lines Inc.
47637,20.0,US Airways Inc.
47638,17.0,Endeavor Air Inc.
47639,5.0,JetBlue Airways
47640,-12.0,United Air Lines Inc.
47641,2.0,United Air Lines Inc.
47642,-25.0,Endeavor Air Inc.
47643,-13.0,United Air Lines Inc.
47644,-8.0,American Airlines Inc.
47645,16.0,US Airways Inc.
47646,8.0,Delta Air Lines Inc.
47647,22.0,Delta Air Lines Inc.
47648,-6.0,Delta Air Lines Inc.
47649,-34.0,Endeavor Air Inc.
47650,-13.0,American Airlines Inc.
47651,3.0,ExpressJet Airlines Inc.
47652,-13.0,Delta Air Lines Inc.
47653,-17.0,ExpressJet Airlines Inc.
47654,14.0,Endeavor Air Inc.
47655,3.0,Southwest Airlines Co.
47656,-9.0,Endeavor Air Inc.
47657,-8.0,JetBlue Airways
47658,-15.0,Delta Air Lines Inc.
47659,-6.0,AirTran Airways Corporation
47660,-10.0,Envoy Air
47661,13.0,United Air Lines Inc.
47662,5.0,Delta Air Lines Inc.
47663,-9.0,Delta Air Lines Inc.
47664,-23.0,Endeavor Air Inc.
47665,-31.0,United Air Lines Inc.
47666,-8.0,Delta Air Lines Inc.
47667,0.0,Delta Air Lines Inc.
47668,23.0,ExpressJet Airlines Inc.
47669,50.0,United Air Lines Inc.
47670,6.0,ExpressJet Airlines Inc.
47671,-3.0,JetBlue Airways
47672,12.0,JetBlue Airways
47673,-9.0,Delta Air Lines Inc.
47674,-4.0,US Airways Inc.
47675,0.0,American Airlines Inc.
47676,-6.0,JetBlue Airways
47677,18.0,United Air Lines Inc.
47678,-7.0,US Airways Inc.
47679,-30.0,JetBlue Airways
47680,4.0,ExpressJet Airlines Inc.
47681,-1.0,JetBlue Airways
47682,-23.0,Endeavor Air Inc.
47683,8.0,Endeavor Air Inc.
47684,27.0,American Airlines Inc.
47685,15.0,Endeavor Air Inc.
47686,-34.0,United Air Lines Inc.
47687,-6.0,Delta Air Lines Inc.
47688,58.0,ExpressJet Airlines Inc.
47689,-32.0,Endeavor Air Inc.
47690,-16.0,Delta Air Lines Inc.
47691,22.0,ExpressJet Airlines Inc.
47692,-8.0,American Airlines Inc.
47693,-6.0,JetBlue Airways
47694,4.0,United Air Lines Inc.
47695,1.0,Envoy Air
47696,39.0,JetBlue Airways
47697,29.0,Delta Air Lines Inc.
47698,-6.0,Delta Air Lines Inc.
47699,37.0,Envoy Air
47700,-14.0,United Air Lines Inc.
47701,13.0,ExpressJet Airlines Inc.
47702,-11.0,United Air Lines Inc.
47703,-17.0,ExpressJet Airlines Inc.
47704,0.0,US Airways Inc.
47705,13.0,ExpressJet Airlines Inc.
47706,18.0,ExpressJet Airlines Inc.
47707,7.0,Envoy Air
47708,-16.0,ExpressJet Airlines Inc.
47709,20.0,ExpressJet Airlines Inc.
47710,-17.0,Endeavor Air Inc.
47711,6.0,United Air Lines Inc.
47712,-24.0,Delta Air Lines Inc.
47713,14.0,Envoy Air
47714,81.0,Virgin America
47715,10.0,ExpressJet Airlines Inc.
47716,12.0,ExpressJet Airlines Inc.
47717,-19.0,ExpressJet Airlines Inc.
47718,-2.0,JetBlue Airways
47719,41.0,ExpressJet Airlines Inc.
47720,47.0,JetBlue Airways
47721,-21.0,United Air Lines Inc.
47722,22.0,United Air Lines Inc.
47723,-4.0,JetBlue Airways
47724,5.0,United Air Lines Inc.
47725,95.0,ExpressJet Airlines Inc.
47726,3.0,United Air Lines Inc.
47727,-21.0,US Airways Inc.
47728,-3.0,Delta Air Lines Inc.
47729,39.0,United Air Lines Inc.
47730,-10.0,Delta Air Lines Inc.
47731,13.0,United Air Lines Inc.
47732,4.0,Delta Air Lines Inc.
47733,4.0,JetBlue Airways
47734,-15.0,JetBlue Airways
47735,0.0,US Airways Inc.
47736,16.0,JetBlue Airways
47737,30.0,ExpressJet Airlines Inc.
47738,48.0,Envoy Air
47739,14.0,United Air Lines Inc.
47740,6.0,United Air Lines Inc.
47741,-6.0,Delta Air Lines Inc.
47742,-20.0,Delta Air Lines Inc.
47743,18.0,United Air Lines Inc.
47744,-20.0,American Airlines Inc.
47745,-6.0,Delta Air Lines Inc.
47746,48.0,ExpressJet Airlines Inc.
47747,-13.0,American Airlines Inc.
47748,-6.0,JetBlue Airways
47749,-15.0,American Airlines Inc.
47750,1.0,American Airlines Inc.
47751,-12.0,Virgin America
47752,13.0,ExpressJet Airlines Inc.
47753,-12.0,JetBlue Airways
47754,6.0,Delta Air Lines Inc.
47755,3.0,Delta Air Lines Inc.
47756,-3.0,ExpressJet Airlines Inc.
47757,1.0,Endeavor Air Inc.
47758,-8.0,Virgin America
47759,0.0,American Airlines Inc.
47760,4.0,United Air Lines Inc.
47761,3.0,ExpressJet Airlines Inc.
47762,20.0,JetBlue Airways
47763,2.0,Envoy Air
47764,3.0,United Air Lines Inc.
47765,-8.0,JetBlue Airways
47766,-17.0,Southwest Airlines Co.
47767,67.0,ExpressJet Airlines Inc.
47768,13.0,JetBlue Airways
47769,-3.0,JetBlue Airways
47770,13.0,Southwest Airlines Co.
47771,6.0,Southwest Airlines Co.
47772,0.0,ExpressJet Airlines Inc.
47773,-20.0,American Airlines Inc.
47774,-22.0,Endeavor Air Inc.
47775,8.0,Endeavor Air Inc.
47776,15.0,ExpressJet Airlines Inc.
47777,-18.0,United Air Lines Inc.
47778,-18.0,Virgin America
47779,-14.0,ExpressJet Airlines Inc.
47780,-7.0,American Airlines Inc.
47781,-13.0,United Air Lines Inc.
47782,-20.0,United Air Lines Inc.
47783,-1.0,JetBlue Airways
47784,5.0,US Airways Inc.
47785,0.0,US Airways Inc.
47786,-19.0,Hawaiian Airlines Inc.
47787,-26.0,United Air Lines Inc.
47788,-6.0,US Airways Inc.
47789,-20.0,Delta Air Lines Inc.
47790,-1.0,Delta Air Lines Inc.
47791,8.0,ExpressJet Airlines Inc.
47792,21.0,ExpressJet Airlines Inc.
47793,10.0,AirTran Airways Corporation
47794,1.0,Endeavor Air Inc.
47795,6.0,ExpressJet Airlines Inc.
47796,-3.0,JetBlue Airways
47797,12.0,Envoy Air
47798,-14.0,United Air Lines Inc.
47799,24.0,Envoy Air
47800,0.0,ExpressJet Airlines Inc.
47801,0.0,US Airways Inc.
47802,-23.0,ExpressJet Airlines Inc.
47803,17.0,JetBlue Airways
47804,0.0,ExpressJet Airlines Inc.
47805,9.0,American Airlines Inc.
47806,10.0,JetBlue Airways
47807,-17.0,Delta Air Lines Inc.
47808,-20.0,ExpressJet Airlines Inc.
47809,23.0,US Airways Inc.
47810,-14.0,JetBlue Airways
47811,-19.0,American Airlines Inc.
47812,-10.0,American Airlines Inc.
47813,20.0,United Air Lines Inc.
47814,10.0,American Airlines Inc.
47815,-11.0,US Airways Inc.
47816,-12.0,ExpressJet Airlines Inc.
47817,-13.0,Virgin America
47818,-10.0,Delta Air Lines Inc.
47819,12.0,US Airways Inc.
47820,2.0,United Air Lines Inc.
47821,-3.0,ExpressJet Airlines Inc.
47822,3.0,Envoy Air
47823,1.0,Virgin America
47824,-8.0,JetBlue Airways
47825,-14.0,United Air Lines Inc.
47826,4.0,JetBlue Airways
47827,0.0,Delta Air Lines Inc.
47828,21.0,JetBlue Airways
47829,-15.0,ExpressJet Airlines Inc.
47830,-10.0,Envoy Air
47831,-1.0,JetBlue Airways
47832,-11.0,US Airways Inc.
47833,16.0,ExpressJet Airlines Inc.
47834,-3.0,US Airways Inc.
47835,5.0,Endeavor Air Inc.
47836,8.0,Delta Air Lines Inc.
47837,-15.0,United Air Lines Inc.
47838,-3.0,Delta Air Lines Inc.
47839,0.0,ExpressJet Airlines Inc.
47840,-12.0,Southwest Airlines Co.
47841,-4.0,Delta Air Lines Inc.
47842,-8.0,Delta Air Lines Inc.
47843,-14.0,Envoy Air
